Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2018,1,2,16,30,28.9,114,238,174,3,19.8,98,71,3,116,0.249,57.99,75.54,0.18,992,3.8,113,1.3
2018,1,2,17,30,26.9,5,6,6,3,21.5,5,6,5,6,0.249,72.27,88.64,0.18,993,3.8,119,1.6
2018,1,2,18,30,25.9,0,0,0,3,21.2,0,0,0,0,0.249,75.1,102.64,0.18,994,3.9,122,2
2018,1,2,19,30,25.1,0,0,0,0,21.3,0,0,0,0,0.25,79.45,116.43,0.18,995,3.9,125,2.2
2018,1,2,20,30,24.5,0,0,0,0,21.6,0,0,0,0,0.25,83.81,130.22,0.18,996,3.8,125,2
2018,1,2,21,30,23.9,0,0,0,3,21.8,0,0,0,0,0.25,88.07,143.8,0.18,996,3.8,121,1.6
2018,1,2,22,30,23.5,0,0,0,3,22,0,0,0,0,0.249,91.09,156.6,0.18,995,3.8,115,1.2
2018,1,2,23,30,23.1,0,0,0,0,22,0,0,0,0,0.25,93.82,166.07,0.18,995,3.8,104,1
2018,1,3,0,30,22.7,0,0,0,0,22,0,0,0,0,0.25,96.09,164.14,0.18,994,3.8,88,0.8
2018,1,3,1,30,22.5,0,0,0,0,22,0,0,0,0,0.25,96.99,153.17,0.18,994,3.8,68,0.7
2018,1,3,2,30,22.2,0,0,0,0,21.9,0,0,0,0,0.25,97.93,140.04,0.18,994,3.8,49,0.7
2018,1,3,3,30,22,0,0,0,0,21.7,0,0,0,0,0.25,98.19,126.37,0.18,994,3.8,35,0.8
2018,1,3,4,30,21.9,0,0,0,0,21.6,0,0,0,0,0.25,97.89,112.57,0.18,995,3.7,29,0.8
2018,1,3,5,30,21.9,0,0,0,3,21.4,0,0,0,0,0.251,97.02,98.79,0.18,996,3.7,17,1.2
2018,1,3,6,30,23,21,17,22,0,21.3,21,17,0,22,0.251,90.32,85.03,0.18,997,3.7,18,1.9
2018,1,3,7,30,24.7,162,156,211,0,21.3,162,156,0,211,0.252,81.17,71.87,0.18,998,3.7,28,2.5
2018,1,3,8,30,26.5,266,316,428,0,20.8,266,316,0,428,0.253,70.84,59.23,0.18,998,3.6,37,2.8
2018,1,3,9,30,28.3,318,443,616,0,20,318,443,0,616,0.254,60.74,47.71,0.18,997,3.5,41,2.8
2018,1,3,10,30,29.8,339,526,751,0,19.5,339,526,0,751,0.255,53.95,38.38,0.18,996,3.4,44,2.7
2018,1,3,11,30,30.9,318,607,826,0,19.3,318,607,0,826,0.256,50.06,33.17,0.18,995,3.3,46,2.5
2018,1,3,12,30,31.6,312,611,818,0,19.2,312,611,0,818,0.256,47.7,34.04,0.18,994,3.2,48,2.2
2018,1,3,13,30,31.8,289,584,732,1,18.9,289,584,0,732,0.256,46.48,40.6,0.18,993,3.2,51,2
2018,1,3,14,30,31.5,220,596,598,1,18.7,220,596,0,598,0.255,46.5,50.67,0.18,993,3.2,56,1.9
2018,1,3,15,30,30.5,182,469,398,2,18.5,201,91,3,243,0.255,48.68,62.57,0.18,993,3.2,66,1.8
2018,1,3,16,30,28.4,115,251,178,0,19.1,115,251,0,178,0.255,57.12,75.41,0.18,994,3.3,79,1.5
2018,1,3,17,30,26.3,6,8,6,1,20.8,6,8,0,6,0.254,71.96,88.53,0.18,995,3.3,88,1.6
2018,1,3,18,30,25.3,0,0,0,1,20.3,0,0,0,0,0.254,73.78,102.53,0.18,996,3.3,91,2.2
2018,1,3,19,30,24.4,0,0,0,3,20.4,0,0,0,0,0.254,78.18,116.33,0.18,997,3.3,92,2.5
2018,1,3,20,30,23.5,0,0,0,0,20.7,0,0,0,0,0.253,84.44,130.13,0.18,997,3.4,90,2.4
2018,1,3,21,30,22.9,0,0,0,0,21,0,0,0,0,0.253,89.19,143.72,0.18,997,3.4,86,2.1
2018,1,3,22,30,22.3,0,0,0,0,21.2,0,0,0,0,0.253,93.57,156.55,0.18,997,3.4,79,1.7
2018,1,3,23,30,21.9,0,0,0,0,21.3,0,0,0,0,0.253,96.27,166.12,0.18,997,3.4,70,1.3
2018,1,4,0,30,21.5,0,0,0,3,21.3,0,0,0,0,0.253,98.63,164.28,0.18,996,3.3,61,1.1
2018,1,4,1,30,21.3,0,0,0,1,21.2,0,0,0,0,0.252,99.69,153.31,0.18,996,3.3,52,1
2018,1,4,2,30,21.1,0,0,0,7,21.1,0,0,0,0,0.251,100,140.17,0.18,996,3.2,44,0.9
2018,1,4,3,30,20.9,0,0,0,1,20.9,0,0,0,0,0.251,100,126.49,0.18,996,3.1,33,0.9
2018,1,4,4,30,20.8,0,0,0,0,20.8,0,0,0,0,0.251,100,112.67,0.18,996,3.1,27,0.9
2018,1,4,5,30,21,0,0,0,0,21,0,0,0,0,0.25,99.97,98.88,0.18,998,2.9,15,1.3
2018,1,4,6,30,22.6,27,40,31,0,21,27,40,0,31,0.249,90.7,85.11,0.18,998,2.8,18,2.2
2018,1,4,7,30,24.8,145,286,233,2,20.9,63,0,0,63,0.249,78.8,71.93,0.18,999,2.7,30,3.2
2018,1,4,8,30,26.9,203,490,453,0,19.9,203,490,0,453,0.249,65.55,59.27,0.18,999,2.7,37,3.7
2018,1,4,9,30,28.7,239,604,645,0,18.7,239,604,0,645,0.248,54.68,47.72,0.18,999,2.6,40,4
2018,1,4,10,30,30.1,271,644,776,0,18.1,271,644,0,776,0.248,48.68,38.35,0.18,998,2.6,41,4
2018,1,4,11,30,30.9,335,587,827,2,17.9,433,202,0,603,0.247,46.03,33.09,0.18,996,2.7,41,3.9
2018,1,4,12,30,31.3,345,564,813,2,17.8,428,152,0,555,0.246,44.64,33.91,0.18,995,2.7,40,3.8
2018,1,4,13,30,31.4,341,504,724,2,17.7,383,138,3,488,0.245,44.16,40.45,0.18,994,2.8,39,3.6
2018,1,4,14,30,30.9,303,431,577,2,17.6,302,113,3,374,0.244,44.95,50.53,0.18,994,2.8,40,3.3
2018,1,4,15,30,29.7,238,302,377,7,17.5,201,227,0,306,0.244,48.05,62.44,0.18,994,2.9,46,2.9
2018,1,4,16,30,27.6,123,147,160,3,18.4,92,8,3,94,0.244,57.19,75.28,0.18,994,2.9,59,2.1
2018,1,4,17,30,25.5,4,4,4,1,19.3,4,4,0,4,0.245,68.69,88.42,0.18,995,2.9,71,2
2018,1,4,18,30,24.3,0,0,0,0,18.8,0,0,0,0,0.246,71.25,102.41,0.18,996,2.8,76,2.4
2018,1,4,19,30,23.2,0,0,0,0,18.5,0,0,0,0,0.246,74.81,116.22,0.18,997,2.8,76,2.6
2018,1,4,20,30,22.2,0,0,0,0,18.4,0,0,0,0,0.246,78.94,130.03,0.18,997,2.7,72,2.4
2018,1,4,21,30,21.3,0,0,0,0,18.3,0,0,0,0,0.246,83.06,143.64,0.18,997,2.6,66,1.9
2018,1,4,22,30,20.6,0,0,0,0,18.3,0,0,0,0,0.246,86.67,156.51,0.18,997,2.5,58,1.4
2018,1,4,23,30,20,0,0,0,0,18.3,0,0,0,0,0.246,89.79,166.18,0.18,996,2.4,48,1.1
2018,1,5,0,30,19.5,0,0,0,0,18.2,0,0,0,0,0.245,92.13,164.43,0.18,996,2.4,37,1
2018,1,5,1,30,19.1,0,0,0,0,18,0,0,0,0,0.245,93.55,153.44,0.18,995,2.4,26,1
2018,1,5,2,30,18.8,0,0,0,0,17.9,0,0,0,0,0.245,94.58,140.29,0.18,995,2.4,18,1
2018,1,5,3,30,18.5,0,0,0,0,17.8,0,0,0,0,0.245,96,126.6,0.18,996,2.4,11,1.1
2018,1,5,4,30,18.4,0,0,0,7,17.8,0,0,0,0,0.246,96.25,112.77,0.18,996,2.4,8,1.1
2018,1,5,5,30,18.5,0,0,0,3,17.7,0,0,0,0,0.245,95.16,98.97,0.17,997,2.3,2,1.3
2018,1,5,6,30,20.2,23,39,26,1,17.8,23,39,0,26,0.245,85.89,85.18,0.17,998,2.3,4,2
2018,1,5,7,30,23.1,145,252,223,0,17.8,145,252,0,223,0.244,72.09,72,0.17,999,2.2,23,3
2018,1,5,8,30,25.7,224,433,445,0,17.1,224,433,0,445,0.244,58.88,59.31,0.17,999,2.2,40,3.7
2018,1,5,9,30,27.6,265,555,638,1,16,265,555,0,638,0.244,49.27,47.74,0.17,998,2.1,41,4.1
2018,1,5,10,30,28.9,284,626,776,2,15.6,391,258,0,593,0.245,44.43,38.32,0.17,997,2.1,40,4.2
2018,1,5,11,30,29.8,376,508,803,2,15.5,430,123,0,532,0.245,41.95,33,0.17,996,2.1,38,4.2
2018,1,5,12,30,30.4,365,521,798,2,15.4,411,304,0,664,0.245,40.22,33.78,0.17,994,2.1,36,4.1
2018,1,5,13,30,30.6,336,503,719,2,15.2,378,250,0,569,0.245,39.27,40.3,0.17,993,2.1,36,4
2018,1,5,14,30,30.2,255,527,592,7,15,258,441,0,539,0.246,39.82,50.38,0.17,993,2.1,38,3.7
2018,1,5,15,30,28.9,203,409,392,7,15.1,179,378,0,355,0.246,43.06,62.3,0.17,993,2.1,44,3
2018,1,5,16,30,26.2,114,224,172,0,16.4,114,224,0,172,0.246,54.76,75.15,0.17,993,2.1,55,2
2018,1,5,17,30,23.7,6,12,6,0,17.7,6,12,0,6,0.246,68.9,88.3,0.17,994,2.2,66,1.7
2018,1,5,18,30,22.5,0,0,0,0,17.4,0,0,0,0,0.246,72.95,102.3,0.17,995,2.2,70,2
2018,1,5,19,30,21.7,0,0,0,0,17.6,0,0,0,0,0.246,77.31,116.12,0.17,996,2.2,71,2.1
2018,1,5,20,30,20.8,0,0,0,0,17.8,0,0,0,0,0.246,83.12,129.94,0.17,996,2.2,70,2.1
2018,1,5,21,30,20.1,0,0,0,0,18,0,0,0,0,0.246,87.83,143.57,0.17,996,2.2,68,1.7
2018,1,5,22,30,19.4,0,0,0,0,18.1,0,0,0,0,0.246,92.06,156.48,0.17,996,2.2,65,1.4
2018,1,5,23,30,18.8,0,0,0,0,18,0,0,0,0,0.246,94.99,166.24,0.17,996,2.2,61,1.2
2018,1,6,0,30,18.3,0,0,0,0,17.9,0,0,0,0,0.246,97.36,164.58,0.17,995,2.2,55,1
2018,1,6,1,30,18,0,0,0,0,17.8,0,0,0,0,0.246,98.71,153.58,0.17,995,2.2,45,0.9
2018,1,6,2,30,17.6,0,0,0,7,17.6,0,0,0,0,0.246,100,140.41,0.17,994,2.2,34,0.9
2018,1,6,3,30,17.3,0,0,0,1,17.3,0,0,0,0,0.246,100,126.71,0.17,995,2.2,25,0.9
2018,1,6,4,30,17.2,0,0,0,1,17.2,0,0,0,0,0.247,100,112.87,0.17,995,2.2,20,0.9
2018,1,6,5,30,17.3,0,0,0,3,17.3,0,0,0,0,0.247,100,99.06,0.17,996,2.2,11,1.1
2018,1,6,6,30,19.1,22,39,25,3,17.3,17,0,3,17,0.247,89.14,85.25,0.17,997,2.1,8,1.7
2018,1,6,7,30,22.3,145,250,222,1,17.1,145,250,0,222,0.248,72.53,72.05,0.17,998,2.1,21,2.5
2018,1,6,8,30,25.2,222,428,440,0,15.5,222,428,0,440,0.248,54.83,59.35,0.17,998,2.1,36,2.8
2018,1,6,9,30,27.2,268,540,631,0,14.5,268,540,0,631,0.248,45.88,47.74,0.17,998,2.1,35,2.9
2018,1,6,10,30,28.6,291,607,768,0,14.4,291,607,0,768,0.247,41.9,38.28,0.17,997,2.1,31,2.8
2018,1,6,11,30,29.7,290,655,840,0,14.4,290,655,0,840,0.246,39.36,32.91,0.17,995,2.1,27,2.6
2018,1,6,12,30,30.4,290,649,831,0,14.4,290,649,0,831,0.245,37.76,33.64,0.17,994,2.1,26,2.5
2018,1,6,13,30,30.6,277,615,747,0,14.3,277,615,0,747,0.245,37.13,40.15,0.17,993,2.1,27,2.3
2018,1,6,14,30,30.3,253,533,594,0,14.1,253,533,0,594,0.245,37.27,50.23,0.17,992,2.2,30,2.3
2018,1,6,15,30,29.1,201,415,395,0,13.9,201,415,0,395,0.245,39.32,62.15,0.17,992,2.2,38,1.9
2018,1,6,16,30,26.3,115,226,174,0,15.5,115,226,0,174,0.245,51.43,75.02,0.17,993,2.2,52,1.3
2018,1,6,17,30,23.6,6,12,6,0,17.5,6,12,0,6,0.246,68.74,88.19,0.17,994,2.2,66,1.3
2018,1,6,18,30,22.3,0,0,0,0,16.6,0,0,0,0,0.247,70.07,102.18,0.17,995,2.2,73,1.5
2018,1,6,19,30,21.3,0,0,0,0,16.5,0,0,0,0,0.248,73.91,116.02,0.17,996,2.2,74,1.5
2018,1,6,20,30,20.3,0,0,0,0,16.7,0,0,0,0,0.249,79.77,129.86,0.17,996,2.2,72,1.4
2018,1,6,21,30,19.5,0,0,0,0,17,0,0,0,0,0.249,85.37,143.5,0.17,996,2.2,69,1.3
2018,1,6,22,30,18.9,0,0,0,0,17.2,0,0,0,0,0.248,89.66,156.45,0.17,996,2.3,66,1.1
2018,1,6,23,30,18.4,0,0,0,0,17.3,0,0,0,0,0.247,93.04,166.3,0.17,996,2.3,59,0.9
2018,1,7,0,30,18,0,0,0,0,17.2,0,0,0,0,0.247,95.32,164.74,0.17,995,2.4,44,0.8
2018,1,7,1,30,17.7,0,0,0,0,17.2,0,0,0,0,0.247,96.69,153.73,0.17,995,2.4,21,0.8
2018,1,7,2,30,17.3,0,0,0,0,17,0,0,0,0,0.247,98.28,140.54,0.17,995,2.4,181,0.9
2018,1,7,3,30,17,0,0,0,0,16.8,0,0,0,0,0.247,98.99,126.82,0.17,995,2.3,353,1
2018,1,7,4,30,16.9,0,0,0,0,16.6,0,0,0,0,0.247,98.22,112.97,0.17,995,2.3,352,1.1
2018,1,7,5,30,17.1,0,0,0,0,16.4,0,0,0,0,0.246,95.88,99.15,0.17,997,2.3,355,1.3
2018,1,7,6,30,18.8,19,31,22,0,16.4,19,31,0,22,0.246,86.03,85.32,0.17,998,2.3,180,2
2018,1,7,7,30,21.8,147,206,210,0,16.3,147,206,0,210,0.246,71.19,72.11,0.17,999,2.3,12,2.8
2018,1,7,8,30,24.7,244,366,430,0,15.4,244,366,0,430,0.246,56.36,59.38,0.17,999,2.3,25,3
2018,1,7,9,30,26.8,296,472,614,0,15,296,472,0,614,0.247,48.23,47.74,0.17,998,2.3,28,3.1
2018,1,7,10,30,28.4,325,541,750,0,14.9,325,541,0,750,0.247,43.75,38.24,0.17,997,2.3,27,3
2018,1,7,11,30,29.5,356,540,810,0,14.8,356,540,0,810,0.247,40.88,32.8,0.17,995,2.3,27,2.9
2018,1,7,12,30,30.1,350,544,804,0,14.7,350,544,0,804,0.246,39.27,33.49,0.17,994,2.3,27,2.8
2018,1,7,13,30,30.4,327,519,724,0,14.6,327,519,0,724,0.245,38.22,39.99,0.17,993,2.3,29,2.6
2018,1,7,14,30,30.1,249,540,596,2,14.2,302,250,0,463,0.244,38.06,50.07,0.17,993,2.3,34,2.5
2018,1,7,15,30,29,197,432,399,2,14.1,206,209,3,305,0.244,40.17,62.01,0.17,993,2.3,43,2.2
2018,1,7,16,30,26.2,114,247,178,1,15.6,114,247,0,178,0.243,52.05,74.89,0.17,994,2.4,58,1.6
2018,1,7,17,30,23.4,7,16,7,0,17.2,7,16,0,7,0.243,68.14,88.08,0.17,994,2.4,70,1.5
2018,1,7,18,30,22.2,0,0,0,0,16.5,0,0,0,0,0.243,70.18,102.07,0.17,996,2.4,74,1.9
2018,1,7,19,30,21.3,0,0,0,0,16.6,0,0,0,0,0.243,74.56,115.92,0.17,997,2.4,72,2.1
2018,1,7,20,30,20.5,0,0,0,0,16.9,0,0,0,0,0.244,80.07,129.77,0.17,997,2.5,68,2.2
2018,1,7,21,30,19.7,0,0,0,0,17.3,0,0,0,0,0.244,86.21,143.44,0.17,997,2.5,61,2
2018,1,7,22,30,19,0,0,0,0,17.5,0,0,0,0,0.244,91.01,156.42,0.17,997,2.5,52,1.6
2018,1,7,23,30,18.4,0,0,0,0,17.4,0,0,0,0,0.245,94.18,166.38,0.17,996,2.5,42,1.3
2018,1,8,0,30,17.9,0,0,0,0,17.4,0,0,0,0,0.246,96.86,164.9,0.17,996,2.5,27,1.1
2018,1,8,1,30,17.5,0,0,0,0,17.3,0,0,0,0,0.247,98.76,153.87,0.17,995,2.5,190,1
2018,1,8,2,30,17.2,0,0,0,0,17.2,0,0,0,0,0.248,99.81,140.66,0.17,995,2.6,354,1
2018,1,8,3,30,16.9,0,0,0,0,16.9,0,0,0,0,0.248,100,126.93,0.17,995,2.6,344,1.1
2018,1,8,4,30,16.8,0,0,0,0,16.7,0,0,0,0,0.248,99.52,113.06,0.17,996,2.6,342,1.1
2018,1,8,5,30,17.2,0,0,0,0,16.5,0,0,0,0,0.249,95.54,99.23,0.17,997,2.5,338,1.4
2018,1,8,6,30,19.3,24,58,29,0,16.5,24,58,0,29,0.249,83.62,85.39,0.17,998,2.4,340,2.1
2018,1,8,7,30,22.4,132,310,227,0,16.4,132,310,0,227,0.248,68.93,72.16,0.17,999,2.4,182,3.2
2018,1,8,8,30,25,195,496,447,0,15.4,195,496,0,447,0.248,55.12,59.41,0.17,999,2.3,23,3.9
2018,1,8,9,30,26.9,228,615,641,0,14.2,228,615,0,641,0.248,45.64,47.74,0.17,998,2.3,27,4.2
2018,1,8,10,30,28.5,241,689,782,7,13.5,296,540,0,720,0.248,39.82,38.19,0.17,997,2.3,28,4.2
2018,1,8,11,30,29.7,266,687,844,1,13,266,687,0,844,0.247,35.96,32.69,0.17,996,2.3,32,4
2018,1,8,12,30,30.4,260,692,838,0,12.6,260,692,0,838,0.246,33.61,33.34,0.17,995,2.3,37,3.8
2018,1,8,13,30,30.6,242,671,757,0,12.2,242,671,0,757,0.245,32.43,39.82,0.17,994,2.4,44,3.6
2018,1,8,14,30,30.1,223,594,605,0,12,223,594,0,605,0.244,32.81,49.92,0.17,994,2.4,50,3.5
2018,1,8,15,30,28.7,178,485,406,0,12.1,178,485,0,406,0.243,35.92,61.86,0.17,994,2.5,56,3
2018,1,8,16,30,25.8,109,293,186,1,14.1,109,293,0,186,0.243,48.38,74.75,0.17,995,2.7,63,2.1
2018,1,8,17,30,23.3,9,23,9,0,16,9,23,0,9,0.244,63.61,87.96,0.17,996,2.8,68,1.9
2018,1,8,18,30,22.5,0,0,0,0,16.5,0,0,1,0,0.244,68.97,101.96,0.17,997,3,68,2.2
2018,1,8,19,30,22.1,0,0,0,3,17.5,0,0,0,0,0.244,75.08,115.82,0.17,998,3,65,2.3
2018,1,8,20,30,21.4,0,0,0,7,18.4,0,0,0,0,0.244,83.09,129.68,0.17,998,3,58,1.8
2018,1,8,21,30,20.7,0,0,0,3,18.8,0,0,0,0,0.243,89.09,143.38,0.17,998,2.9,48,1.3
2018,1,8,22,30,20.2,0,0,0,7,18.9,0,0,0,0,0.242,92.15,156.4,0.17,998,2.8,37,1.1
2018,1,8,23,30,19.6,0,0,0,3,18.8,0,0,0,0,0.241,94.88,166.45,0.17,997,2.8,27,1.1
2018,1,9,0,30,19,0,0,0,0,18.6,0,0,0,0,0.241,97.31,165.07,0.17,997,2.8,18,1.1
2018,1,9,1,30,18.6,0,0,0,0,18.4,0,0,0,0,0.241,98.66,154.01,0.17,996,2.8,10,1.2
2018,1,9,2,30,18.3,0,0,0,0,18.2,0,0,0,0,0.241,99.36,140.79,0.17,996,2.8,181,1.3
2018,1,9,3,30,18.1,0,0,0,0,18,0,0,0,0,0.24,99.52,127.04,0.17,997,2.9,355,1.3
2018,1,9,4,30,18,0,0,0,0,17.8,0,0,0,0,0.24,99.06,113.16,0.17,997,3,352,1.4
2018,1,9,5,30,18.4,0,0,0,0,17.7,0,0,0,0,0.24,95.86,99.31,0.17,998,3.3,345,1.8
2018,1,9,6,30,20.3,28,70,34,0,17.7,28,70,0,34,0.239,85.16,85.45,0.17,999,3.5,346,2.5
2018,1,9,7,30,23.3,121,364,232,0,17.9,121,364,0,232,0.239,71.53,72.21,0.17,1000,3.7,183,3.1
2018,1,9,8,30,25.8,169,557,452,3,17.6,203,32,0,219,0.238,60.42,59.44,0.17,1000,3.9,19,3.2
2018,1,9,9,30,27.5,193,669,644,7,16.8,299,354,0,537,0.238,52.24,47.73,0.17,1000,4,22,3
2018,1,9,10,30,28.6,215,720,781,7,16.6,372,341,0,640,0.237,48.18,38.13,0.17,999,4,24,2.8
2018,1,9,11,30,29.4,338,559,809,2,16.8,408,339,0,694,0.236,46.55,32.58,0.17,997,4.1,24,2.7
2018,1,9,12,30,29.9,332,565,804,0,17,332,565,0,804,0.235,46.05,33.18,0.17,996,4.1,23,2.7
2018,1,9,13,30,30.1,305,548,727,7,17.3,383,247,0,573,0.235,46.35,39.65,0.17,995,4.3,23,2.6
2018,1,9,14,30,29.7,208,612,604,8,17.7,311,143,0,404,0.235,48.52,49.76,0.17,995,4.5,25,2.6
2018,1,9,15,30,28.6,175,489,406,3,18.1,122,0,0,122,0.235,52.99,61.72,0.17,995,4.7,29,2.2
2018,1,9,16,30,26.6,114,283,189,3,19.3,15,0,0,15,0.234,64.14,74.62,0.17,996,4.9,35,1.5
2018,1,9,17,30,24.9,10,15,11,1,21.2,10,15,0,11,0.235,80.02,87.85,0.17,997,5.1,39,1.2
2018,1,9,18,30,24,0,0,0,3,21.4,0,0,0,0,0.235,85.38,101.85,0.17,998,5.3,39,1.3
2018,1,9,19,30,23.6,0,0,0,3,21.7,0,0,0,0,0.236,88.98,115.72,0.17,999,5.4,37,1.5
2018,1,9,20,30,23.2,0,0,0,3,22,0,0,0,0,0.237,92.9,129.6,0.17,999,5.5,35,1.8
2018,1,9,21,30,22.9,0,0,0,3,22.2,0,0,0,0,0.237,95.93,143.32,0.17,999,5.5,31,1.9
2018,1,9,22,30,22.7,0,0,0,3,22.3,0,0,0,0,0.237,97.46,156.38,0.17,999,5.5,26,1.9
2018,1,9,23,30,22.5,0,0,0,3,22.2,0,0,1,0,0.237,97.91,166.54,0.17,998,5.4,21,2
2018,1,10,0,30,22.3,0,0,0,3,21.9,0,0,0,0,0.237,97.89,165.24,0.17,997,5.4,17,2.3
2018,1,10,1,30,22,0,0,0,8,21.7,0,0,0,0,0.237,98.39,154.16,0.17,997,5.3,12,2.4
2018,1,10,2,30,21.8,0,0,0,0,21.5,0,0,0,0,0.237,98.1,140.91,0.17,997,5.2,10,2.6
2018,1,10,3,30,21.6,0,0,0,0,21.3,0,0,0,0,0.237,97.89,127.14,0.17,997,5.2,12,2.7
